Name,Unit,Default,Description
contourLengthInedgeDarkTFB,mm,0,Contour length of Inner Edge Dark of TFB.
contourLengthInedgeDarkTRB,mm,0,Contour length of Inner Edge Dark of TRB.
contourLengthInedgeDarkTRBH,mm,0,Contour length of Inner Edge Dark of TRBH.
contourLengthOutedgeBrightRFDD,mm,0,Contour length of Outer Edge Bright of RFDD.
contourLengthOutedgeBrightRFDD_E,mm,0,Contour length of Outer Edge Bright of RFDD_E.
contourLengthOutedgeBrightRFH,mm,0,Contour length of Outer Edge Bright of RFH.
contourLengthOutedgeBrightRFL,mm,0,Contour length of Outer Edge Bright of RFL.
contourLengthOutedgeBrightRR,mm,0,Contour length of Outer Edge Bright of RR.
contourLengthOutedgeBrightRRDD,mm,0,Contour length of Outer Edge Bright of RRDD.
contourLengthOutedgeBrightTFB,mm,0,Contour length of Outer Edge Bright of TFB.
contourLengthOutedgeBrightTRB,mm,0,Contour length of Outer Edge Bright of TRB.
contourLengthOutedgeBrightTRBH,mm,0,Contour length of Outer Edge Bright of TRBH.
contourLengthOutedgeDarkRFDD,mm,0,Contour length of Outer Edge Dark of RFDD.
contourLengthOutedgeDarkRFDD_E,mm,0,Contour length of Outer Edge Dark of RFDD_E.
contourLengthOutedgeDarkRFH,mm,0,Contour length of Outer Edge Dark of RFH.
contourLengthOutedgeDarkRFL,mm,0,Contour length of Outer Edge Dark of RFL.
contourLengthOutedgeDarkRR,mm,0,Contour length of Outer Edge Dark of RR.
contourLengthOutedgeDarkRRDD,mm,0,Contour length of Outer Edge Dark of RRDD.
contourLengthOutedgeDarkTFB,mm,0,Contour length of Outer Edge Dark of TFB.
contourLengthOutedgeDarkTRB,mm,0,Contour length of Outer Edge Dark of TRB.
contourLengthOutedgeDarkTRBH,mm,0,Contour length of Outer Edge Dark of TRBH.
contourLengthPrepBrightRFDD,mm,0,Contour length of Preprocessed Bright of RFDD.
contourLengthPrepBrightRFDD_E,mm,0,Contour length of Preprocessed Bright of RFDD_E.
contourLengthPrepBrightRFH,mm,0,Contour length of Preprocessed Bright of RFH.
contourLengthPrepBrightRFL,mm,0,Contour length of Preprocessed Bright of RFL.
contourLengthPrepBrightRR,mm,0,Contour length of Preprocessed Bright of RR.
contourLengthPrepBrightRRDD,mm,0,Contour length of Preprocessed Bright of RRDD.
contourLengthPrepBrightTFB,mm,0,Contour length of Preprocessed Bright of TFB.
contourLengthPrepBrightTRB,mm,0,Contour length of Preprocessed Bright of TRB.
contourLengthPrepBrightTRBH,mm,0,Contour length of Preprocessed Bright of TRBH.
contourLengthPrepDarkRFDD,mm,0,Contour length of Preprocessed Dark of RFDD.
contourLengthPrepDarkRFDD_E,mm,0,Contour length of Preprocessed Dark of RFDD_E.
contourLengthPrepDarkRFH,mm,0,Contour length of Preprocessed Dark of RFH.
contourLengthPrepDarkRFL,mm,0,Contour length of Preprocessed Dark of RFL.
contourLengthPrepDarkRR,mm,0,Contour length of Preprocessed Dark of RR.
contourLengthPrepDarkRRDD,mm,0,Contour length of Preprocessed Dark of RRDD.
contourLengthPrepDarkTFB,mm,0,Contour length of Preprocessed Dark of TFB.
contourLengthPrepDarkTRB,mm,0,Contour length of Preprocessed Dark of TRB.
contourLengthPrepDarkTRBH,mm,0,Contour length of Preprocessed Dark of TRBH.
convexHullArea,mm²,0,Convex hull area
convexHullAreaFiltBrightRFDD,mm²,0,Area of the convex hull around the subblob of Filtered Bright of RFDD.
convexHullAreaFiltBrightRFDD_E,mm²,0,Area of the convex hull around the subblob of Filtered Bright of RFDD_E.
convexHullAreaFiltBrightRFH,mm²,0,Area of the convex hull around the subblob of Filtered Bright of RFH.
convexHullAreaFiltBrightRFL,mm²,0,Area of the convex hull around the subblob of Filtered Bright of RFL.
convexHullAreaFiltBrightTFB,mm²,0,Area of the convex hull around the subblob of Filtered Bright of TFB.
convexHullAreaFiltDarkRFDD,mm²,0,Area of the convex hull around the subblob of Filtered Dark of RFDD.
convexHullAreaFiltDarkRFDD_E,mm²,0,Area of the convex hull around the subblob of Filtered Dark of RFDD_E.
convexHullAreaFiltDarkRFH,mm²,0,Area of the convex hull around the subblob of Filtered Dark of RFH.
convexHullAreaFiltDarkRFL,mm²,0,Area of the convex hull around the subblob of Filtered Dark of RFL.
convexHullAreaFiltDarkTFB,mm²,0,Area of the convex hull around the subblob of Filtered Dark of TFB.
convexHullAreaInedgeBrightRFDD,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of RFDD.
convexHullAreaInedgeBrightRFDD_E,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of RFDD_E.
convexHullAreaInedgeBrightRFH,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of RFH.
convexHullAreaInedgeBrightRFL,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of RFL.
convexHullAreaInedgeBrightRR,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of RR.
convexHullAreaInedgeBrightRRDD,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of RRDD.
convexHullAreaInedgeBrightTFB,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of TFB.
convexHullAreaInedgeBrightTRB,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of TRB.
convexHullAreaInedgeBrightTRBH,mm²,0,Area of the convex hull around the subblob of Inner Edge Bright of TRBH.
convexHullAreaInedgeDarkRFDD,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of RFDD.
convexHullAreaInedgeDarkRFDD_E,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of RFDD_E.
convexHullAreaInedgeDarkRFH,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of RFH.
convexHullAreaInedgeDarkRFL,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of RFL.
convexHullAreaInedgeDarkRR,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of RR.
convexHullAreaInedgeDarkRRDD,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of RRDD.
convexHullAreaInedgeDarkTFB,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of TFB.
convexHullAreaInedgeDarkTRB,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of TRB.
convexHullAreaInedgeDarkTRBH,mm²,0,Area of the convex hull around the subblob of Inner Edge Dark of TRBH.
convexHullAreaOutedgeBrightRFDD,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of RFDD.
convexHullAreaOutedgeBrightRFDD_E,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of RFDD_E.
convexHullAreaOutedgeBrightRFH,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of RFH.
convexHullAreaOutedgeBrightRFL,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of RFL.
convexHullAreaOutedgeBrightRR,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of RR.
convexHullAreaOutedgeBrightRRDD,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of RRDD.
convexHullAreaOutedgeBrightTFB,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of TFB.
convexHullAreaOutedgeBrightTRB,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of TRB.
convexHullAreaOutedgeBrightTRBH,mm²,0,Area of the convex hull around the subblob of Outer Edge Bright of TRBH.
convexHullAreaOutedgeDarkRFDD,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of RFDD.
convexHullAreaOutedgeDarkRFDD_E,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of RFDD_E.
convexHullAreaOutedgeDarkRFH,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of RFH.
convexHullAreaOutedgeDarkRFL,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of RFL.
convexHullAreaOutedgeDarkRR,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of RR.
convexHullAreaOutedgeDarkRRDD,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of RRDD.
convexHullAreaOutedgeDarkTFB,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of TFB.
convexHullAreaOutedgeDarkTRB,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of TRB.
convexHullAreaOutedgeDarkTRBH,mm²,0,Area of the convex hull around the subblob of Outer Edge Dark of TRBH.
convexHullAreaPrepBrightRFDD,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of RFDD.
convexHullAreaPrepBrightRFDD_E,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of RFDD_E.
convexHullAreaPrepBrightRFH,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of RFH.
convexHullAreaPrepBrightRFL,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of RFL.
convexHullAreaPrepBrightRR,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of RR.
convexHullAreaPrepBrightRRDD,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of RRDD.
convexHullAreaPrepBrightTFB,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of TFB.
convexHullAreaPrepBrightTRB,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of TRB.
convexHullAreaPrepBrightTRBH,mm²,0,Area of the convex hull around the subblob of Preprocessed Bright of TRBH.
convexHullAreaPrepDarkRFDD,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of RFDD.
convexHullAreaPrepDarkRFDD_E,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of RFDD_E.
convexHullAreaPrepDarkRFH,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of RFH.
convexHullAreaPrepDarkRFL,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of RFL.
convexHullAreaPrepDarkRR,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of RR.
convexHullAreaPrepDarkRRDD,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of RRDD.
convexHullAreaPrepDarkTFB,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of TFB.
convexHullAreaPrepDarkTRB,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of TRB.
convexHullAreaPrepDarkTRBH,mm²,0,Area of the convex hull around the subblob of Preprocessed Dark of TRBH.
convexHullPerimeter,mm,0,Convex hull perimeter
convexHullPerimeterFiltBrightRFDD,mm,0,Convex hull perimeter of Filtered Bright of RFDD.
convexHullPerimeterFiltBrightRFDD_E,mm,0,Convex hull perimeter of Filtered Bright of RFDD_E.
convexHullPerimeterFiltBrightRFH,mm,0,Convex hull perimeter of Filtered Bright of RFH.
convexHullPerimeterFiltBrightRFL,mm,0,Convex hull perimeter of Filtered Bright of RFL.
convexHullPerimeterFiltBrightTFB,mm,0,Convex hull perimeter of Filtered Bright of TFB.
convexHullPerimeterFiltDarkRFDD,mm,0,Convex hull perimeter of Filtered Dark of RFDD.
convexHullPerimeterFiltDarkRFDD_E,mm,0,Convex hull perimeter of Filtered Dark of RFDD_E.
convexHullPerimeterFiltDarkRFH,mm,0,Convex hull perimeter of Filtered Dark of RFH.
convexHullPerimeterFiltDarkRFL,mm,0,Convex hull perimeter of Filtered Dark of RFL.
convexHullPerimeterFiltDarkTFB,mm,0,Convex hull perimeter of Filtered Dark of TFB.
convexHullPerimeterInedgeBrightRFDD,mm,0,Convex hull perimeter of Inner Edge Bright of RFDD.
convexHullPerimeterInedgeBrightRFDD_E,mm,0,Convex hull perimeter of Inner Edge Bright of RFDD_E.
convexHullPerimeterInedgeBrightRFH,mm,0,Convex hull perimeter of Inner Edge Bright of RFH.
convexHullPerimeterInedgeBrightRFL,mm,0,Convex hull perimeter of Inner Edge Bright of RFL.
convexHullPerimeterInedgeBrightRR,mm,0,Convex hull perimeter of Inner Edge Bright of RR.
convexHullPerimeterInedgeBrightRRDD,mm,0,Convex hull perimeter of Inner Edge Bright of RRDD.
convexHullPerimeterInedgeBrightTFB,mm,0,Convex hull perimeter of Inner Edge Bright of TFB.
convexHullPerimeterInedgeBrightTRB,mm,0,Convex hull perimeter of Inner Edge Bright of TRB.
convexHullPerimeterInedgeBrightTRBH,mm,0,Convex hull perimeter of Inner Edge Bright of TRBH.
convexHullPerimeterInedgeDarkRFDD,mm,0,Convex hull perimeter of Inner Edge Dark of RFDD.
convexHullPerimeterInedgeDarkRFDD_E,mm,0,Convex hull perimeter of Inner Edge Dark of RFDD_E.
convexHullPerimeterInedgeDarkRFH,mm,0,Convex hull perimeter of Inner Edge Dark of RFH.
convexHullPerimeterInedgeDarkRFL,mm,0,Convex hull perimeter of Inner Edge Dark of RFL.
convexHullPerimeterInedgeDarkRR,mm,0,Convex hull perimeter of Inner Edge Dark of RR.
convexHullPerimeterInedgeDarkRRDD,mm,0,Convex hull perimeter of Inner Edge Dark of RRDD.
convexHullPerimeterInedgeDarkTFB,mm,0,Convex hull perimeter of Inner Edge Dark of TFB.
convexHullPerimeterInedgeDarkTRB,mm,0,Convex hull perimeter of Inner Edge Dark of TRB.
convexHullPerimeterInedgeDarkTRBH,mm,0,Convex hull perimeter of Inner Edge Dark of TRBH.
convexHullPerimeterOutedgeBrightRFDD,mm,0,Convex hull perimeter of Outer Edge Bright of RFDD.
convexHullPerimeterOutedgeBrightRFDD_E,mm,0,Convex hull perimeter of Outer Edge Bright of RFDD_E.
convexHullPerimeterOutedgeBrightRFH,mm,0,Convex hull perimeter of Outer Edge Bright of RFH.
convexHullPerimeterOutedgeBrightRFL,mm,0,Convex hull perimeter of Outer Edge Bright of RFL.
convexHullPerimeterOutedgeBrightRR,mm,0,Convex hull perimeter of Outer Edge Bright of RR.
convexHullPerimeterOutedgeBrightRRDD,mm,0,Convex hull perimeter of Outer Edge Bright of RRDD.
convexHullPerimeterOutedgeBrightTFB,mm,0,Convex hull perimeter of Outer Edge Bright of TFB.
convexHullPerimeterOutedgeBrightTRB,mm,0,Convex hull perimeter of Outer Edge Bright of TRB.
convexHullPerimeterOutedgeBrightTRBH,mm,0,Convex hull perimeter of Outer Edge Bright of TRBH.
convexHullPerimeterOutedgeDarkRFDD,mm,0,Convex hull perimeter of Outer Edge Dark of RFDD.
convexHullPerimeterOutedgeDarkRFDD_E,mm,0,Convex hull perimeter of Outer Edge Dark of RFDD_E.
convexHullPerimeterOutedgeDarkRFH,mm,0,Convex hull perimeter of Outer Edge Dark of RFH.
convexHullPerimeterOutedgeDarkRFL,mm,0,Convex hull perimeter of Outer Edge Dark of RFL.
convexHullPerimeterOutedgeDarkRR,mm,0,Convex hull perimeter of Outer Edge Dark of RR.
convexHullPerimeterOutedgeDarkRRDD,mm,0,Convex hull perimeter of Outer Edge Dark of RRDD.
convexHullPerimeterOutedgeDarkTFB,mm,0,Convex hull perimeter of Outer Edge Dark of TFB.
convexHullPerimeterOutedgeDarkTRB,mm,0,Convex hull perimeter of Outer Edge Dark of TRB.
convexHullPerimeterOutedgeDarkTRBH,mm,0,Convex hull perimeter of Outer Edge Dark of TRBH.
convexHullPerimeterPrepBrightRFDD,mm,0,Convex hull perimeter of Preprocessed Bright of RFDD.
convexHullPerimeterPrepBrightRFDD_E,mm,0,Convex hull perimeter of Preprocessed Bright of RFDD_E.
convexHullPerimeterPrepBrightRFH,mm,0,Convex hull perimeter of Preprocessed Bright of RFH.
convexHullPerimeterPrepBrightRFL,mm,0,Convex hull perimeter of Preprocessed Bright of RFL.
convexHullPerimeterPrepBrightRR,mm,0,Convex hull perimeter of Preprocessed Bright of RR.
convexHullPerimeterPrepBrightRRDD,mm,0,Convex hull perimeter of Preprocessed Bright of RRDD.
convexHullPerimeterPrepBrightTFB,mm,0,Convex hull perimeter of Preprocessed Bright of TFB.
convexHullPerimeterPrepBrightTRB,mm,0,Convex hull perimeter of Preprocessed Bright of TRB.
convexHullPerimeterPrepBrightTRBH,mm,0,Convex hull perimeter of Preprocessed Bright of TRBH.
convexHullPerimeterPrepDarkRFDD,mm,0,Convex hull perimeter of Preprocessed Dark of RFDD.
convexHullPerimeterPrepDarkRFDD_E,mm,0,Convex hull perimeter of Preprocessed Dark of RFDD_E.
convexHullPerimeterPrepDarkRFH,mm,0,Convex hull perimeter of Preprocessed Dark of RFH.
convexHullPerimeterPrepDarkRFL,mm,0,Convex hull perimeter of Preprocessed Dark of RFL.
convexHullPerimeterPrepDarkRR,mm,0,Convex hull perimeter of Preprocessed Dark of RR.
convexHullPerimeterPrepDarkRRDD,mm,0,Convex hull perimeter of Preprocessed Dark of RRDD.
convexHullPerimeterPrepDarkTFB,mm,0,Convex hull perimeter of Preprocessed Dark of TFB.
convexHullPerimeterPrepDarkTRB,mm,0,Convex hull perimeter of Preprocessed Dark of TRB.
convexHullPerimeterPrepDarkTRBH,mm,0,Convex hull perimeter of Preprocessed Dark of TRBH.
depth,mm,-1000,Depth of defect
depthRFDD,mm,-1000,Depth of defect of RFDD
distanceToEdgeRFDD,mm,-1,Distance to nearest edge of RFDD
distanceToEdgeRFDD_E,mm,-1,Distance to nearest edge of RFDD_E
distanceToEdgeRFH,mm,-1,Distance to nearest edge of RFH
distanceToEdgeRFL,mm,-1,Distance to nearest edge of RFL
distanceToEdgeRR,mm,-1,Distance to nearest edge of RR
distanceToEdgeRRDD,mm,-1,Distance to nearest edge of RRDD
distanceToEdgeTFB,mm,-1,Distance to nearest edge of TFB
distanceToEdgeTRB,mm,-1,Distance to nearest edge of TRB
distanceToEdgeTRBH,mm,-1,Distance to nearest edge of TRBH
edgePosition,,0,Edge position of the flaw.
edgePositionRFDD,,0,"-1: outside material, 0: either side, 1: inside material of RFDD"
edgePositionRFDD_E,,0,"-1: outside material, 0: either side, 1: inside material of RFDD_E"
edgePositionRFH,,0,"-1: outside material, 0: either side, 1: inside material of RFH"
edgePositionRFL,,0,"-1: outside material, 0: either side, 1: inside material of RFL"
edgePositionRR,,0,"-1: outside material, 0: either side, 1: inside material of RR"
edgePositionRRDD,,0,"-1: outside material, 0: either side, 1: inside material of RRDD"
edgePositionTFB,,0,"-1: outside material, 0: either side, 1: inside material of TFB"
edgePositionTRB,,0,"-1: outside material, 0: either side, 1: inside material of TRB"
edgePositionTRBH,,0,"-1: outside material, 0: either side, 1: inside material of TRBH"
edgeType,,0,Edge type of the flaw
edgeTypeRFDD,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of RFDD"
edgeTypeRFDD_E,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of RFDD_E"
edgeTypeRFH,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of RFH"
edgeTypeRFL,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of RFL"
edgeTypeRR,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of RR"
edgeTypeRRDD,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of RRDD"
edgeTypeTFB,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of TFB"
edgeTypeTRB,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of TRB"
edgeTypeTRBH,,0,"0: none, 1: leadIn, 2: leadOut, 3: left, 4: right, 5: other, 6: leadInContour, 7: leadOutContour, 8: leftContour, 9: rightContour, 10: otherContour, 11: laneLeft, 12: laneRight, 13: gapWidth, 14: innerLeadIn, 15: innerLeadOut, 16: innerLeft, 17: innerRight, 18: leadInMissingEdge, 19: leadOutMissingEdge, 20: leadInContourBig, 21: leadOutContourBig, 22: frameOffset, 23: peakZoneUnderflow, 24: peakZoneExceeding, 25: leadIn2ndEdge, 26: leadOut2ndEdge, 27: left2ndEdge, 28: right2ndEdge, 29: other2ndEdge of TRBH"
fragmentCountFiltBrightRFDD,,0,Number of spatially disjoint subblob-fragments of Filtered Bright of RFDD
fragmentCountFiltBrightRFH,,0,Number of spatially disjoint subblob-fragments of Filtered Bright of RFH
fragmentCountFiltBrightRFL,,0,Number of spatially disjoint subblob-fragments of Filtered Bright of RFL
fragmentCountFiltBrightTFB,,0,Number of spatially disjoint subblob-fragments of Filtered Bright of TFB
fragmentCountFiltDarkRFDD,,0,Number of spatially disjoint subblob-fragments of Filtered Dark of RFDD
fragmentCountFiltDarkRFH,,0,Number of spatially disjoint subblob-fragments of Filtered Dark of RFH
fragmentCountFiltDarkRFL,,0,Number of spatially disjoint subblob-fragments of Filtered Dark of RFL
fragmentCountFiltDarkTFB,,0,Number of spatially disjoint subblob-fragments of Filtered Dark of TFB
fragmentCountInedgeBrightRFDD,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of RFDD
fragmentCountInedgeBrightRFH,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of RFH
fragmentCountInedgeBrightRFL,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of RFL
fragmentCountInedgeBrightRR,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of RR
fragmentCountInedgeBrightRRDD,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of RRDD
fragmentCountInedgeBrightTFB,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of TFB
fragmentCountInedgeBrightTRB,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of TRB
fragmentCountInedgeBrightTRBH,,0,Number of spatially disjoint subblob-fragments of Inner Edge Bright of TRBH
fragmentCountInedgeDarkRFDD,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of RFDD
fragmentCountInedgeDarkRFH,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of RFH
fragmentCountInedgeDarkRFL,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of RFL
fragmentCountInedgeDarkRR,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of RR
fragmentCountInedgeDarkRRDD,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of RRDD
fragmentCountInedgeDarkTFB,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of TFB
fragmentCountInedgeDarkTRB,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of TRB
fragmentCountInedgeDarkTRBH,,0,Number of spatially disjoint subblob-fragments of Inner Edge Dark of TRBH
fragmentCountOutedgeBrightRFDD,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of RFDD
fragmentCountOutedgeBrightRFH,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of RFH
fragmentCountOutedgeBrightRFL,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of RFL
fragmentCountOutedgeBrightRR,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of RR
fragmentCountOutedgeBrightRRDD,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of RRDD
fragmentCountOutedgeBrightTFB,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of TFB
fragmentCountOutedgeBrightTRB,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of TRB
fragmentCountOutedgeBrightTRBH,,0,Number of spatially disjoint subblob-fragments of Outer Edge Bright of TRBH
fragmentCountOutedgeDarkRFDD,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of RFDD
fragmentCountOutedgeDarkRFH,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of RFH
fragmentCountOutedgeDarkRFL,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of RFL
fragmentCountOutedgeDarkRR,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of RR
fragmentCountOutedgeDarkRRDD,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of RRDD
fragmentCountOutedgeDarkTFB,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of TFB
fragmentCountOutedgeDarkTRB,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of TRB
fragmentCountOutedgeDarkTRBH,,0,Number of spatially disjoint subblob-fragments of Outer Edge Dark of TRBH
