Name,Unit,Default,Description
cdBoxWidthFiltBrightRFH,mm,0,Surrounding rectangle width in cross direction of Filtered Bright of RFH.
cdBoxWidthFiltBrightRFL,mm,0,Surrounding rectangle width in cross direction of Filtered Bright of RFL.
cdBoxWidthFiltBrightTFB,mm,0,Surrounding rectangle width in cross direction of Filtered Bright of TFB.
cdBoxWidthFiltDarkRFDD,mm,0,Surrounding rectangle width in cross direction of Filtered Dark of RFDD.
cdBoxWidthFiltDarkRFDD_E,mm,0,Surrounding rectangle width in cross direction of Filtered Dark of RFDD_E.
cdBoxWidthFiltDarkRFH,mm,0,Surrounding rectangle width in cross direction of Filtered Dark of RFH.
cdBoxWidthFiltDarkRFL,mm,0,Surrounding rectangle width in cross direction of Filtered Dark of RFL.
cdBoxWidthFiltDarkTFB,mm,0,Surrounding rectangle width in cross direction of Filtered Dark of TFB.
cdBoxWidthInedgeBrightRFDD,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of RFDD.
cdBoxWidthInedgeBrightRFDD_E,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of RFDD_E.
cdBoxWidthInedgeBrightRFH,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of RFH.
cdBoxWidthInedgeBrightRFL,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of RFL.
cdBoxWidthInedgeBrightRR,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of RR.
cdBoxWidthInedgeBrightRRDD,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of RRDD.
cdBoxWidthInedgeBrightTFB,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of TFB.
cdBoxWidthInedgeBrightTRB,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of TRB.
cdBoxWidthInedgeBrightTRBH,mm,0,Surrounding rectangle width in cross direction of Inner Edge Bright of TRBH.
cdBoxWidthInedgeDarkRFDD,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of RFDD.
cdBoxWidthInedgeDarkRFDD_E,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of RFDD_E.
cdBoxWidthInedgeDarkRFH,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of RFH.
cdBoxWidthInedgeDarkRFL,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of RFL.
cdBoxWidthInedgeDarkRR,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of RR.
cdBoxWidthInedgeDarkRRDD,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of RRDD.
cdBoxWidthInedgeDarkTFB,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of TFB.
cdBoxWidthInedgeDarkTRB,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of TRB.
cdBoxWidthInedgeDarkTRBH,mm,0,Surrounding rectangle width in cross direction of Inner Edge Dark of TRBH.
cdBoxWidthOutedgeBrightRFDD,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of RFDD.
cdBoxWidthOutedgeBrightRFDD_E,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of RFDD_E.
cdBoxWidthOutedgeBrightRFH,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of RFH.
cdBoxWidthOutedgeBrightRFL,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of RFL.
cdBoxWidthOutedgeBrightRR,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of RR.
cdBoxWidthOutedgeBrightRRDD,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of RRDD.
cdBoxWidthOutedgeBrightTFB,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of TFB.
cdBoxWidthOutedgeBrightTRB,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of TRB.
cdBoxWidthOutedgeBrightTRBH,mm,0,Surrounding rectangle width in cross direction of Outer Edge Bright of TRBH.
cdBoxWidthOutedgeDarkRFDD,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of RFDD.
cdBoxWidthOutedgeDarkRFDD_E,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of RFDD_E.
cdBoxWidthOutedgeDarkRFH,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of RFH.
cdBoxWidthOutedgeDarkRFL,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of RFL.
cdBoxWidthOutedgeDarkRR,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of RR.
cdBoxWidthOutedgeDarkRRDD,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of RRDD.
cdBoxWidthOutedgeDarkTFB,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of TFB.
cdBoxWidthOutedgeDarkTRB,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of TRB.
cdBoxWidthOutedgeDarkTRBH,mm,0,Surrounding rectangle width in cross direction of Outer Edge Dark of TRBH.
cdBoxWidthPrepBrightRFDD,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of RFDD.
cdBoxWidthPrepBrightRFDD_E,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of RFDD_E.
cdBoxWidthPrepBrightRFH,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of RFH.
cdBoxWidthPrepBrightRFL,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of RFL.
cdBoxWidthPrepBrightRR,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of RR.
cdBoxWidthPrepBrightRRDD,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of RRDD.
cdBoxWidthPrepBrightTFB,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of TFB.
cdBoxWidthPrepBrightTRB,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of TRB.
cdBoxWidthPrepBrightTRBH,mm,0,Surrounding rectangle width in cross direction of Preprocessed Bright of TRBH.
cdBoxWidthPrepDarkRFDD,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of RFDD.
cdBoxWidthPrepDarkRFDD_E,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of RFDD_E.
cdBoxWidthPrepDarkRFH,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of RFH.
cdBoxWidthPrepDarkRFL,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of RFL.
cdBoxWidthPrepDarkRR,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of RR.
cdBoxWidthPrepDarkRRDD,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of RRDD.
cdBoxWidthPrepDarkTFB,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of TFB.
cdBoxWidthPrepDarkTRB,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of TRB.
cdBoxWidthPrepDarkTRBH,mm,0,Surrounding rectangle width in cross direction of Preprocessed Dark of TRBH.
cdBoxWidthRFDD,mm,0,Width in cross direction of RFDD
cdBoxWidthRFDD_E,mm,0,Width in cross direction of RFDD_E
cdBoxWidthRFH,mm,0,Width in cross direction of RFH
cdBoxWidthRFL,mm,0,Width in cross direction of RFL
cdBoxWidthRR,mm,0,Width in cross direction of RR
cdBoxWidthRRDD,mm,0,Width in cross direction of RRDD
cdBoxWidthSub1FiltBrightRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Bright of RFDD
cdBoxWidthSub1FiltBrightRFH,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Bright of RFH
cdBoxWidthSub1FiltBrightRFL,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Bright of RFL
cdBoxWidthSub1FiltBrightTFB,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Bright of TFB
cdBoxWidthSub1FiltDarkRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Dark of RFDD
cdBoxWidthSub1FiltDarkRFH,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Dark of RFH
cdBoxWidthSub1FiltDarkRFL,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Dark of RFL
cdBoxWidthSub1FiltDarkTFB,mm,0,CD-width of the 1th largest subblob-fragment of Filtered Dark of TFB
cdBoxWidthSub1InedgeBrightRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of RFDD
cdBoxWidthSub1InedgeBrightRFH,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of RFH
cdBoxWidthSub1InedgeBrightRFL,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of RFL
cdBoxWidthSub1InedgeBrightRR,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of RR
cdBoxWidthSub1InedgeBrightRRDD,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of RRDD
cdBoxWidthSub1InedgeBrightTFB,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of TFB
cdBoxWidthSub1InedgeBrightTRB,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of TRB
cdBoxWidthSub1InedgeBrightTRBH,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Bright of TRBH
cdBoxWidthSub1InedgeDarkRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of RFDD
cdBoxWidthSub1InedgeDarkRFH,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of RFH
cdBoxWidthSub1InedgeDarkRFL,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of RFL
cdBoxWidthSub1InedgeDarkRR,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of RR
cdBoxWidthSub1InedgeDarkRRDD,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of RRDD
cdBoxWidthSub1InedgeDarkTFB,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of TFB
cdBoxWidthSub1InedgeDarkTRB,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of TRB
cdBoxWidthSub1InedgeDarkTRBH,mm,0,CD-width of the 1th largest subblob-fragment of Inner Edge Dark of TRBH
cdBoxWidthSub1OutedgeBrightRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of RFDD
cdBoxWidthSub1OutedgeBrightRFH,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of RFH
cdBoxWidthSub1OutedgeBrightRFL,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of RFL
cdBoxWidthSub1OutedgeBrightRR,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of RR
cdBoxWidthSub1OutedgeBrightRRDD,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of RRDD
cdBoxWidthSub1OutedgeBrightTFB,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of TFB
cdBoxWidthSub1OutedgeBrightTRB,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of TRB
cdBoxWidthSub1OutedgeBrightTRBH,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Bright of TRBH
cdBoxWidthSub1OutedgeDarkRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of RFDD
cdBoxWidthSub1OutedgeDarkRFH,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of RFH
cdBoxWidthSub1OutedgeDarkRFL,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of RFL
cdBoxWidthSub1OutedgeDarkRR,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of RR
cdBoxWidthSub1OutedgeDarkRRDD,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of RRDD
cdBoxWidthSub1OutedgeDarkTFB,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of TFB
cdBoxWidthSub1OutedgeDarkTRB,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of TRB
cdBoxWidthSub1OutedgeDarkTRBH,mm,0,CD-width of the 1th largest subblob-fragment of Outer Edge Dark of TRBH
cdBoxWidthSub1PrepBrightRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of RFDD
cdBoxWidthSub1PrepBrightRFH,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of RFH
cdBoxWidthSub1PrepBrightRFL,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of RFL
cdBoxWidthSub1PrepBrightRR,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of RR
cdBoxWidthSub1PrepBrightRRDD,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of RRDD
cdBoxWidthSub1PrepBrightTFB,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of TFB
cdBoxWidthSub1PrepBrightTRB,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of TRB
cdBoxWidthSub1PrepBrightTRBH,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Bright of TRBH
cdBoxWidthSub1PrepDarkRFDD,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of RFDD
cdBoxWidthSub1PrepDarkRFH,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of RFH
cdBoxWidthSub1PrepDarkRFL,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of RFL
cdBoxWidthSub1PrepDarkRR,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of RR
cdBoxWidthSub1PrepDarkRRDD,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of RRDD
cdBoxWidthSub1PrepDarkTFB,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of TFB
cdBoxWidthSub1PrepDarkTRB,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of TRB
cdBoxWidthSub1PrepDarkTRBH,mm,0,CD-width of the 1th largest subblob-fragment of Preprocessed Dark of TRBH
cdBoxWidthSub2FiltBrightRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Bright of RFDD
cdBoxWidthSub2FiltBrightRFH,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Bright of RFH
cdBoxWidthSub2FiltBrightRFL,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Bright of RFL
cdBoxWidthSub2FiltBrightTFB,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Bright of TFB
cdBoxWidthSub2FiltDarkRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Dark of RFDD
cdBoxWidthSub2FiltDarkRFH,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Dark of RFH
cdBoxWidthSub2FiltDarkRFL,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Dark of RFL
cdBoxWidthSub2FiltDarkTFB,mm,0,CD-width of the 2th largest subblob-fragment of Filtered Dark of TFB
cdBoxWidthSub2InedgeBrightRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of RFDD
cdBoxWidthSub2InedgeBrightRFH,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of RFH
cdBoxWidthSub2InedgeBrightRFL,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of RFL
cdBoxWidthSub2InedgeBrightRR,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of RR
cdBoxWidthSub2InedgeBrightRRDD,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of RRDD
cdBoxWidthSub2InedgeBrightTFB,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of TFB
cdBoxWidthSub2InedgeBrightTRB,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of TRB
cdBoxWidthSub2InedgeBrightTRBH,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Bright of TRBH
cdBoxWidthSub2InedgeDarkRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of RFDD
cdBoxWidthSub2InedgeDarkRFH,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of RFH
cdBoxWidthSub2InedgeDarkRFL,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of RFL
cdBoxWidthSub2InedgeDarkRR,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of RR
cdBoxWidthSub2InedgeDarkRRDD,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of RRDD
cdBoxWidthSub2InedgeDarkTFB,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of TFB
cdBoxWidthSub2InedgeDarkTRB,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of TRB
cdBoxWidthSub2InedgeDarkTRBH,mm,0,CD-width of the 2th largest subblob-fragment of Inner Edge Dark of TRBH
cdBoxWidthSub2OutedgeBrightRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of RFDD
cdBoxWidthSub2OutedgeBrightRFH,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of RFH
cdBoxWidthSub2OutedgeBrightRFL,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of RFL
cdBoxWidthSub2OutedgeBrightRR,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of RR
cdBoxWidthSub2OutedgeBrightRRDD,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of RRDD
cdBoxWidthSub2OutedgeBrightTFB,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of TFB
cdBoxWidthSub2OutedgeBrightTRB,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of TRB
cdBoxWidthSub2OutedgeBrightTRBH,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Bright of TRBH
cdBoxWidthSub2OutedgeDarkRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of RFDD
cdBoxWidthSub2OutedgeDarkRFH,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of RFH
cdBoxWidthSub2OutedgeDarkRFL,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of RFL
cdBoxWidthSub2OutedgeDarkRR,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of RR
cdBoxWidthSub2OutedgeDarkRRDD,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of RRDD
cdBoxWidthSub2OutedgeDarkTFB,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of TFB
cdBoxWidthSub2OutedgeDarkTRB,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of TRB
cdBoxWidthSub2OutedgeDarkTRBH,mm,0,CD-width of the 2th largest subblob-fragment of Outer Edge Dark of TRBH
cdBoxWidthSub2PrepBrightRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of RFDD
cdBoxWidthSub2PrepBrightRFH,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of RFH
cdBoxWidthSub2PrepBrightRFL,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of RFL
cdBoxWidthSub2PrepBrightRR,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of RR
cdBoxWidthSub2PrepBrightRRDD,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of RRDD
cdBoxWidthSub2PrepBrightTFB,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of TFB
cdBoxWidthSub2PrepBrightTRB,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of TRB
cdBoxWidthSub2PrepBrightTRBH,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Bright of TRBH
cdBoxWidthSub2PrepDarkRFDD,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of RFDD
cdBoxWidthSub2PrepDarkRFH,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of RFH
cdBoxWidthSub2PrepDarkRFL,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of RFL
cdBoxWidthSub2PrepDarkRR,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of RR
cdBoxWidthSub2PrepDarkRRDD,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of RRDD
cdBoxWidthSub2PrepDarkTFB,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of TFB
cdBoxWidthSub2PrepDarkTRB,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of TRB
cdBoxWidthSub2PrepDarkTRBH,mm,0,CD-width of the 2th largest subblob-fragment of Preprocessed Dark of TRBH
cdBoxWidthSub3FiltBrightRFDD,mm,0,CD-width of the 3th largest subblob-fragment of Filtered Bright of RFDD
cdBoxWidthSub3FiltBrightRFH,mm,0,CD-width of the 3th largest subblob-fragment of Filtered Bright of RFH
cdBoxWidthSub3FiltBrightRFL,mm,0,CD-width of the 3th largest subblob-fragment of Filtered Bright of RFL
cdBoxWidthSub3FiltBrightTFB,mm,0,CD-width of the 3th largest subblob-fragment of Filtered Bright of TFB
cdBoxWidthSub3FiltDarkRFDD,mm,0,CD-width of the 3th largest subblob-fragment of Filtered Dark of RFDD
cdBoxWidthSub3FiltDarkRFH,mm,0,CD-width of the 3th largest subblob-fragment of Filtered Dark of RFH
